handle,name,category,reviews,rating,reviews_gained,rank_now,rank_change,days_observed,elapsed_days,reviews_per_day
store-migration,Store Migration,sales-channels-selling-online-store-data-importer,68,3.2,0,61,0,1e-09,0.0,
uppush-order-limit,UP Order Limits Quantity Break,finding-products-sourcing-options-wholesale,68,4.9,0,8,0,1e-09,0.0,
xconnector,xConnector,orders-and-shipping-shipping-solutions-shipping-rates,68,4.7,0,45,0,1e-09,0.0,
zalify,"Zalify Pixels, Popups & Emails",marketing-and-conversion-marketing-abandoned-cart,68,4.7,0,86,0,1e-09,0.0,
calcurates,Calcurates: Accurate Shipping,orders-and-shipping-shipping-solutions-shipping-rates,67,5.0,0,43,0,1e-09,0.0,
cart-shipping-calculator-pro,Dr Cart Shipping Rates & Rules,marketing-and-conversion-checkout-cart-customization,67,5.0,0,68,0,1e-09,0.0,
dynamic-variant-description,Variant Description OMG,selling-products-custom-products-product-variants,67,5.0,0,87,0,1e-09,0.0,
early-bird-pre-order-manager,Early Bird: Preorder & Restock,marketing-and-conversion-upsell-and-bundles-pre-orders,67,4.9,0,10,0,1e-09,0.0,
ga-size-chart-size-guides,GA: Size Chart & Size Guide,store-design-product-display-product-comparison,67,4.7,0,33,0,1e-09,0.0,
hide-price-add-to-cart,Ex Request a Quote Hide Price,selling-products-pricing-pricing-quotes,67,5.0,0,36,0,1e-09,0.0,
instafeed-powr,POWR Instagram Feed Instafeed,store-design-images-and-media-image-gallery,67,4.8,0,60,0,1e-09,0.0,
preorderly,Preorderly • Preorder PreSale,marketing-and-conversion-upsell-and-bundles-pre-orders,67,4.7,0,45,0,1e-09,0.0,
vex-auto-add-to-cart-free-gift,Vex Auto Add To Cart Free Gift,marketing-and-conversion-promotions-discounts,67,5.0,0,27,0,1e-09,0.0,
wfu-australia,Wefulfil Australia,finding-products-sourcing-options-dropshipping,67,5.0,0,76,0,1e-09,0.0,
wizio-product-bundle-upsell,Wizio: Bundle Free Gift Upsell,marketing-and-conversion-upsell-and-bundles-product-bundles,67,5.0,0,76,0,1e-09,0.0,
bulk-price-editor-2,Rocketly: Bulk Price Editor,store-management-operations-bulk-editor,66,4.6,0,37,0,1e-09,0.0,
hertwill,Hertwill: EU Dropshipping,finding-products-sourcing-options-dropshipping,66,4.6,0,45,0,1e-09,0.0,
orichi-bundle-discount,OC: Bundle App & Bulk Discount,marketing-and-conversion-promotions-discounts,66,5.0,0,58,0,1e-09,0.0,
partialy-partial-payment-cod,Partialy: Partial COD Deposit,selling-products-payments-pay-later,66,4.7,0,8,0,1e-09,0.0,
pricefy-io,Pricefy | A.I. Dynamic Pricing,selling-products-pricing-pricing-optimization,66,4.5,0,15,0,1e-09,0.0,
product-inventory-information,GeoStock ‑ Store Locator,sales-channels-selling-in-person-store-locator,66,4.8,0,51,0,1e-09,0.0,
reelv,Reelv Shoppable Videos & UGC,store-design-images-and-media-video-and-livestream,66,4.9,0,38,0,1e-09,0.0,
sezzle-widget,Sezzle Widget,selling-products-payments-payment-experience,66,3.2,0,26,0,1e-09,0.0,
shoppinggives,ShoppingGives ‑ Donation App,marketing-and-conversion-customer-loyalty-donations,66,4.4,0,22,0,1e-09,0.0,
snap-b2b-wholesale-pricing,Snap: B2B Wholesale Pricing,store-management-security-accounts-and-login,66,4.4,0,35,0,1e-09,0.0,
supercharged-sms,SuperSMS.AI ‑ AI SMS Marketing,marketing-and-conversion-marketing-sms-marketing,66,3.6,0,44,0,1e-09,0.0,
ultimate-gdpr-eu-cookie-bar,Ultimate GDPR EU Cookie Banner,store-design-internationalization-cookie-consent,66,4.8,0,16,0,1e-09,0.0,
wheres-my-order,Track by Loop,store-management-operations-staff-notifications,66,4.6,0,5,0,1e-09,0.0,
blend,Blend AI,sales-channels-selling-online-product-feeds,65,4.1,0,67,0,1e-09,0.0,
botspace-ai-chat,BotSpace: AI Chat & Helpdesk,store-management-support-helpdesk,65,4.9,0,9,0,1e-09,0.0,
contlo-marketing,SuperAGI Marketing (Contlo),marketing-and-conversion-marketing-sms-marketing,65,4.4,0,41,0,1e-09,0.0,
findify-search,Findify Search & Merchandise,store-design-search-and-navigation-search-and-filters,65,4.6,0,65,0,1e-09,0.0,
keepcart,KeepCart: Stop Coupon Leaks,store-management-operations-analytics,65,5.0,0,28,0,1e-09,0.0,
pixee-multi-facebook-pixels,Pixee ‑ Multi Pixel & Meta Ads,marketing-and-conversion-advertising-ads,65,4.7,0,80,0,1e-09,0.0,
post-purchase-survey,Hulk NPS Post Purchase Survey,store-design-notifications-forms,65,4.8,0,26,0,1e-09,0.0,
pre-order-sales-beta,Magical Preorder & Presale,marketing-and-conversion-upsell-and-bundles-pre-orders,65,4.2,0,40,0,1e-09,0.0,
robin-pro-image-gallery,Photo Gallery | Robin PRO,store-design-images-and-media-image-gallery,65,5.0,0,51,0,1e-09,0.0,
shopify-application-102,"Affiliate Integrate ""まるっと集客""",marketing-and-conversion-advertising-affiliate-programs,65,4.6,0,70,0,1e-09,0.0,
airpower,AirPower sync for Airtable,store-management-operations-bulk-editor,64,4.8,0,50,0,1e-09,0.0,
autoblogger,autoBlogger | AI Blog Writer,store-design-content-blogs,64,4.9,0,8,0,1e-09,0.0,
bundles-5,Profit Bundles & Mystery Boxes,marketing-and-conversion-upsell-and-bundles-product-bundles,64,4.9,0,70,0,1e-09,0.0,
convertout-ambassadors,ConvertO Affiliate Ambassador,marketing-and-conversion-advertising-affiliate-programs,64,4.7,0,30,0,1e-09,0.0,
easyvideo,EasyVideo: Shoppable Video,store-design-images-and-media-video-and-livestream,64,4.8,0,34,0,1e-09,0.0,
floatify,Floatify: Social & CTA Buttons,store-design-design-elements-badges-and-icons,64,5.0,0,54,0,1e-09,0.0,
free-gift-in-cart,Fokkio Free Gift With Purchase,marketing-and-conversion-promotions-discounts,64,4.8,0,20,0,1e-09,0.0,
ga-age-verification-18,"Age Verification, Age Gate 18+",store-design-notifications-pop-ups,64,4.6,0,74,0,1e-09,0.0,
insureful,Insureful Shipping Protection,orders-and-shipping-returns-and-warranty-warranties-and-insurance,64,4.9,0,8,0,1e-09,0.0,
loadify,Loadify Preloader & Page Speed,store-design-design-elements-animation-and-effects,64,5.0,0,9,0,1e-09,0.0,
lookbook-shop-by-lookbook-images,Lookbook Shop by Gallery Ace,store-design-images-and-media-image-gallery,64,4.8,0,65,0,1e-09,0.0,
order-confirmation-robo-calls,Robo Calls PK,store-management-support-chat,64,4.9,0,28,0,1e-09,0.0,
planet,Shopify Planet,marketing-and-conversion-customer-loyalty-donations,64,3.0,0,25,0,1e-09,0.0,
qikify-checkout-plus,Qikify Checkout Customizer,marketing-and-conversion-checkout-order-limits,64,4.8,0,19,0,1e-09,0.0,
shipinsure-order-protection,ShipInsure Shipping Protection,marketing-and-conversion-checkout-cart-customization,64,4.9,0,64,0,1e-09,0.0,
versio-smart-blocks,Section VSO: Theme Sections,store-design-storefronts-page-builder,64,4.9,0,20,0,1e-09,0.0,
aris-bundles,Aris Bundles Volume Discounts,marketing-and-conversion-promotions-discounts,63,4.9,0,65,0,1e-09,0.0,
ds-delivery-pickup-shipping,DS Pickup Delivery Date & Time,orders-and-shipping-shipping-solutions-delivery-and-pickup,63,5.0,0,13,0,1e-09,0.0,
finaloop,Finaloop,store-management-finances-accounting,63,4.7,0,39,0,1e-09,0.0,
mobile-app-builder-appbrew,Appbrew ‑ Mobile App Builder,store-design-storefronts-mobile-app-builder,63,5.0,0,5,0,1e-09,0.0,
pop-up-builder-wisepops,Wisepops: Popup Builder & CRO,store-design-notifications-pop-ups,63,4.9,0,46,0,1e-09,0.0,
scala-desconto-pix-e-boleto,Scala Payment Method Discount,marketing-and-conversion-promotions-discounts,63,5.0,0,11,0,1e-09,0.0,
seokart,SEOKart: AI SEO Optimizer,store-design-images-and-media-image-editor,63,5.0,0,30,0,1e-09,0.0,
sidr-tax,Sidr ‑ Sales Tax Automation,store-management-finances-taxes,63,5.0,0,13,0,1e-09,0.0,
taxjar,TaxJar Sales Tax Automation,store-management-finances-taxes,63,2.4,0,57,0,1e-09,0.0,
wax-io,WAX: marketing on WhatsApp,marketing-and-conversion-marketing-abandoned-cart,63,4.8,0,27,0,1e-09,0.0,
ai-form-builder-custom-forms,FormCRMAI Contact Form Builder,store-design-notifications-forms,62,5.0,0,8,0,1e-09,0.0,
coming-soon-products,PreCom ‑ coming soon preorders,marketing-and-conversion-upsell-and-bundles-pre-orders,62,3.8,0,64,0,1e-09,0.0,
dingai-conversion,DIN ‑ AI Agents & AI Chat Bot,store-management-support-surveys,62,5.0,0,16,0,1e-09,0.0,
easy-block-customer-ip-country,Securify Fraud Country Blocker,store-management-security-anti-theft,62,4.4,0,2,0,1e-09,0.0,
ongoing-subscriptions,Ongoing Subscriptions App,selling-products-payments-subscriptions,62,5.0,0,49,0,1e-09,0.0,
rapi-tracking,Rapi Tracking Facebook Pixels,store-management-operations-analytics,62,5.0,0,34,0,1e-09,0.0,
size-chart-guide-by-jotly,Jotly Size Chart & Size Guide,selling-products-custom-products-product-variants,62,5.0,0,2,0,1e-09,0.0,
smartli-ai-product-description,"ChatGPT: 9 AI Tools, 1 App!",store-design-content-product-content,62,4.1,0,35,0,1e-09,0.0,
ahia-easy-price-changer,StoreQ ‑ Bulk Price Editor,store-management-operations-bulk-editor,61,4.1,0,78,0,1e-09,0.0,
escalafy,Escalafy,store-management-operations-analytics,61,5.0,0,23,0,1e-09,0.0,
hyper-menu,ANG Extra menu,store-design-search-and-navigation-navigation-and-menus,61,5.0,0,18,0,1e-09,0.0,
kickdata-data-manager,DataChamp ‑ Data Export/Report,store-management-finances-accounting,61,5.0,0,6,0,1e-09,0.0,
mce-volume-discounts,Quantity Discounts ‑ Bundles,selling-products-pricing-pricing-optimization,61,4.9,0,16,0,1e-09,0.0,
numeral-sales-tax,Numeral Sales Tax,store-management-finances-taxes,61,4.2,0,10,0,1e-09,0.0,
omnibus-price,Complimus: EU Omnibus Price,store-management-security-legal,61,4.9,0,15,0,1e-09,0.0,
parcelyapp,Parcely.app,orders-and-shipping-shipping-solutions-delivery-and-pickup,61,4.6,0,66,0,1e-09,0.0,
rubik-combined-listings,Rubik Combined Listings Swatch,selling-products-custom-products-product-variants,61,5.0,0,16,0,1e-09,0.0,
skulabs,SKULabs Inventory and Shipping,orders-and-shipping-inventory-inventory-optimization,61,5.0,0,29,0,1e-09,0.0,
test-app-198,Singleton | Login To See Price,selling-products-pricing-pricing-quotes,61,4.7,0,50,0,1e-09,0.0,
yoycol,Yoycol: Print on Demand,finding-products-sourcing-options-dropshipping,61,4.6,0,17,0,1e-09,0.0,
accessease,Ez Accessibility Widget ‑ ADA,store-design-site-optimization-accessibility,60,5.0,0,7,0,1e-09,0.0,
cooee-engage-your-customers,AI Personalisation & Upsell,marketing-and-conversion-marketing-abandoned-cart,60,5.0,0,36,0,1e-09,0.0,
cookie-shield,Cookie Shield,store-management-security-legal,60,4.6,0,84,0,1e-09,0.0,
customerhub,C:Hub Customer Accounts,store-management-security-accounts-and-login,60,4.8,0,19,0,1e-09,0.0,
expo,EXPO ‑ Extra Product Options,selling-products-custom-products-product-variants,60,4.9,0,18,0,1e-09,0.0,
frenet-7,Frenet,orders-and-shipping-shipping-solutions-shipping-rates,60,4.2,0,23,0,1e-09,0.0,
joltai,Jolt: AI SEO Blog & Image,store-design-content-blogs,60,4.4,0,7,0,1e-09,0.0,
mikawaya,Mikawaya Subscription,selling-products-payments-subscriptions,60,4.7,0,39,0,1e-09,0.0,
pickupbird-pickup-delivery,PickupBird by Digiloop,orders-and-shipping-shipping-solutions-delivery-and-pickup,60,4.8,0,14,0,1e-09,0.0,
product-custom-fields-1,Product Custom Fields & Upload,selling-products-custom-products-product-variants,60,4.7,0,21,0,1e-09,0.0,
veloplab-etsy-sync,Etsy Sync & Importer velopLab,orders-and-shipping-inventory-inventory-sync,60,4.6,0,64,0,1e-09,0.0,
winback,Winback: SMS Marketing,marketing-and-conversion-marketing-sms-marketing,60,4.5,0,70,0,1e-09,0.0,
affiliatly,Affiliatly Affiliate Marketing,marketing-and-conversion-advertising-affiliate-programs,59,4.6,0,40,0,1e-09,0.0,
bayengage,"BayEngage Email Marketing, SMS",marketing-and-conversion-marketing-email-marketing,59,4.4,0,71,0,1e-09,0.0,
buckydrop,BuckyDrop‑Branded Dropshipping,finding-products-sourcing-options-dropshipping,59,4.9,0,20,0,1e-09,0.0,
connectr-for-amazon-sellers,Amazon Connectr & FBA Sync,sales-channels-selling-online-marketplaces,59,4.8,0,85,0,1e-09,0.0,
crowdfunder-diy-pre-order-crowdfunding-campaigns-for-shopify,Crowdfunder: Pre‑Order Promos,marketing-and-conversion-upsell-and-bundles-pre-orders,59,4.7,0,36,0,1e-09,0.0,
enlistly,"Enlistly Affiliate, Influencer",marketing-and-conversion-advertising-affiliate-programs,59,4.6,0,42,0,1e-09,0.0,
k-contact-form,K: Contact Form Builder,store-design-notifications-forms,59,5.0,0,5,0,1e-09,0.0,
madgic-hide-price,Request a Quote & Hide Prices,selling-products-pricing-pricing-quotes,59,4.9,0,20,0,1e-09,0.0,
mirakl-marketplaces-app,Mirakl Connect,sales-channels-selling-online-marketplaces,59,3.8,0,30,0,1e-09,0.0,
mr-point,MR.POINT （顧客にポイント発行・利用が可能なアプリ）,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,59,4.7,0,56,0,1e-09,0.0,
orderify,Orderify ‑ Order Edit Cancel,store-management-support-helpdesk,59,4.8,0,25,0,1e-09,0.0,
preorder-me,PreOrder Me,marketing-and-conversion-upsell-and-bundles-pre-orders,59,4.6,0,56,0,1e-09,0.0,
quotes-guru-rfq-hide-prices,Quotes Guru: RFQ & Hide Prices,selling-products-pricing-pricing-quotes,59,4.9,0,8,0,1e-09,0.0,
redirect-ninja-404,Redirect Ninja – AI 404 Fix,store-design-site-optimization-seo,59,4.9,0,47,0,1e-09,0.0,
sellerboard-profit-ltv-customer-lifetime-value-analytics,Sellerboard Profit Analytics,store-management-operations-analytics,59,4.1,0,33,0,1e-09,0.0,
shine-trust,ShineTrust ‑ Product Badges,store-design-design-elements-badges-and-icons,59,5.0,0,65,0,1e-09,0.0,
smind,Smind Sections: Theme Sections,store-design-storefronts-page-builder,59,5.0,0,37,0,1e-09,0.0,
whatsapp-chat-button-squadkin,SK: WhatsApp Chat Button,store-management-support-chat,59,4.8,0,12,0,1e-09,0.0,
form-builder-myappgurus,MAG: Form Builder,store-design-notifications-forms,58,3.8,0,27,0,1e-09,0.0,
mincart-by-molsoft,MinCart ‑ Order limits,marketing-and-conversion-checkout-order-limits,58,4.8,0,29,0,1e-09,0.0,
reconcilely,Xero & QuickBooks Smart Sync,store-management-finances-accounting,58,4.5,0,82,0,1e-09,0.0,
smart-wishlist,Smart Wishlist,marketing-and-conversion-customer-loyalty-wishlists,58,4.1,0,57,0,1e-09,0.0,
spark,Spark — UGC Video Carousel,store-design-images-and-media-video-and-livestream,58,4.9,0,19,0,1e-09,0.0,
camweara,Camweara Virtual Try On,store-design-images-and-media-3d-ar-vr,57,5.0,0,4,0,1e-09,0.0,
delivery-date-3,RP Local Delivery Date,orders-and-shipping-shipping-solutions-shipping-rates,57,4.8,0,90,0,1e-09,0.0,
enorm-image-slider,Image Slider Pro,store-design-images-and-media-image-gallery,57,4.7,0,59,0,1e-09,0.0,
greenspark,Greenspark: Plant trees & more,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,57,5.0,0,8,0,1e-09,0.0,
odoo-integrator,Odoo Integration ‑ Odoo ERP,orders-and-shipping-inventory-erp,57,5.0,0,2,0,1e-09,0.0,
orangetwig,Socioh: DPAs that Convert,sales-channels-selling-online-product-feeds,57,4.8,0,58,0,1e-09,0.0,
profit-calc,Profit Calc: Profit Calculator,store-management-operations-analytics,57,5.0,0,38,0,1e-09,0.0,
wava-abandoned-cart-recovery,WhatsApp Chat & Abandoned Cart,store-management-support-chat,57,4.9,0,7,0,1e-09,0.0,
ali-reviews-aliexpress-reviews-app,AliReviews: AliExpress Reviews,marketing-and-conversion-social-trust-product-reviews,56,4.5,0,66,0,1e-09,0.0,
dyno-bulk-discount-code-generator,Bulk Discount Codes Generator,marketing-and-conversion-promotions-discounts,56,5.0,0,54,0,1e-09,0.0,
k-google-reviews-importer,K: Google Reviews Importer,marketing-and-conversion-social-trust-product-reviews,56,5.0,0,35,0,1e-09,0.0,
mps-notify-me,Notim: Back In Stock+Notify Me,orders-and-shipping-inventory-inventory-optimization,56,4.8,0,22,0,1e-09,0.0,
promolayer,Promolayer popups for pros,store-design-notifications-pop-ups,56,4.9,0,83,0,1e-09,0.0,
reputon-facebook-reviews,Reputon Facebook Reviews,marketing-and-conversion-social-trust-product-reviews,56,4.9,0,31,0,1e-09,0.0,
seguno-popups,Seguno Popups & Forms,store-design-notifications-pop-ups,56,4.9,0,42,0,1e-09,0.0,
sense-rtl,Sense RTL: עברית,store-design-internationalization-currency-and-translation,56,5.0,0,29,0,1e-09,0.0,
single-sign-onsso,miniOrange Single Sign On‑SSO,store-management-security-accounts-and-login,56,5.0,0,31,0,1e-09,0.0,
snap-cart-drawer-cart-upsell,Snap Cart Drawer Cart Upsell,marketing-and-conversion-checkout-cart-customization,56,4.8,0,31,0,1e-09,0.0,
zapier,Zapier: Workflow Automation,store-management-operations-workflow-automation,56,3.7,0,39,0,1e-09,0.0,
anvil-checkout,Checkout Components,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,55,5.0,0,67,0,1e-09,0.0,
buzzbassador,BUZZ Affiliate Marketing,marketing-and-conversion-advertising-affiliate-programs,55,5.0,0,35,0,1e-09,0.0,
customer-tagger,SC Customer Tagging,store-management-operations-bulk-editor,55,5.0,0,83,0,1e-09,0.0,
hff-products,Cartifind: Temu Dropshipping,finding-products-sourcing-options-wholesale,55,4.6,0,63,0,1e-09,0.0,
pdf-generator,Mega PDF Invoices,orders-and-shipping-orders-invoices-and-receipts,55,4.9,0,49,0,1e-09,0.0,
postnord-3,PostNord by Uniwin,orders-and-shipping-shipping-solutions-shipping-rates,55,4.8,0,32,0,1e-09,0.0,
prefixbox-search,Prefixbox AI Search & Filter,store-management-support-chat,55,5.0,0,14,0,1e-09,0.0,
request-quote-w3,Quick Quote ‑ Request a Quote,selling-products-pricing-pricing-quotes,55,4.6,0,55,0,1e-09,0.0,
stock-buy,Qoblex Inventory Management,orders-and-shipping-inventory-inventory-optimization,55,4.8,0,50,0,1e-09,0.0,
sweethelp-abandoned-cart-recovery,SH: WhatsApp Chat & Marketing,marketing-and-conversion-marketing-abandoned-cart,55,4.5,0,54,0,1e-09,0.0,
wiioerp,Wiio Dropshipping Fulfillment,finding-products-sourcing-options-dropshipping,55,4.5,0,30,0,1e-09,0.0,
bookkeep-com-daily-summary-e-commerce,Bookkeep Accounting+Inventory,store-management-finances-accounting,54,4.8,0,5,0,1e-09,0.0,
branded-sms-pakistan,Branded SMS Pakistan,marketing-and-conversion-marketing-abandoned-cart,54,5.0,0,47,0,1e-09,0.0,
easy-stock,Easy:Stock ‑ Product Labels,store-design-design-elements-badges-and-icons,54,4.6,0,71,0,1e-09,0.0,
getsitecontrol,GSC Email Marketing + Popups,store-design-notifications-pop-ups,54,4.7,0,58,0,1e-09,0.0,
gift-card-factory,Gift Card Factory,marketing-and-conversion-gifts-gift-cards,54,5.0,0,2,0,1e-09,0.0,
idealo-integration,idealo Connect,sales-channels-selling-online-product-feeds,54,3.5,0,32,0,1e-09,0.0,
instashow,Elfsight Instagram Gallery,store-design-images-and-media-image-gallery,54,4.7,0,88,0,1e-09,0.0,
invoice-generator,Shoptopus: Invoice Generator,orders-and-shipping-orders-invoices-and-receipts,54,4.9,0,6,0,1e-09,0.0,
juicy,Juicy Attribution & Profit,store-management-operations-analytics,54,4.9,0,10,0,1e-09,0.0,
kaktus-free-shipping-bar,K: Free Shipping Bar,store-design-notifications-banners,54,4.7,0,26,0,1e-09,0.0,
omnitrack-facebook-pixels,Convbox Analytics,store-management-operations-analytics,54,5.0,0,54,0,1e-09,0.0,
pay-what-you-want-extendons,Pay What You Want,selling-products-pricing-pricing-optimization,54,4.5,0,35,0,1e-09,0.0,
peakship,PeakShip,orders-and-shipping-shipping-solutions-shipping,54,5.0,0,38,0,1e-09,0.0,
quickcep,QuickCEP: AI Support Agent,store-management-support-helpdesk,54,4.9,0,7,0,1e-09,0.0,
shopney-mobile-app-banner,Mobile App Banner ‑ Shopney,store-design-notifications-banners,54,5.0,0,50,0,1e-09,0.0,
super-qr-codes,Super QR Code Generator,sales-channels-selling-in-person-retail,54,4.5,0,21,0,1e-09,0.0,
ultimate-order-status,W3 Custom Order Status,store-management-operations-workflow-automation,54,4.7,0,53,0,1e-09,0.0,
whatsapp-integration-lite,Rly: WhatsApp Abandoned Cart,store-management-support-chat,54,4.8,0,24,0,1e-09,0.0,
brightpearl,Brightpearl by Sage,orders-and-shipping-inventory-erp,53,4.6,0,16,0,1e-09,0.0,
buddify-ai-discount-negotiator,Buddy AI:Sales & Support Agent,store-management-support-faq,53,4.8,0,5,0,1e-09,0.0,
cartsaver-otp-cod,Cartsaver COD & OTP,selling-products-payments-pay-later,53,4.9,0,7,0,1e-09,0.0,
ecomsend-connector,EcomSend TikTok Shop Connector,sales-channels-selling-online-marketplaces,53,4.9,0,6,0,1e-09,0.0,
export-orders,EXPORT OrderPro: Order reports,store-management-finances-accounting,53,4.9,0,60,0,1e-09,0.0,
gift-box-creator,Build Your Own Bundle Builder,marketing-and-conversion-upsell-and-bundles-product-bundles,53,4.9,0,85,0,1e-09,0.0,
kangaroo-rewards,Kangaroo: Loyalty and Rewards,marketing-and-conversion-marketing-email-marketing,53,4.8,0,32,0,1e-09,0.0,
nembol,Nembol: Sync & Edit instantly,sales-channels-selling-online-marketplaces,53,4.0,0,84,0,1e-09,0.0,
ordersify-order-printer,Ordersify: PDF Order Printer,orders-and-shipping-orders-invoices-and-receipts,53,4.5,0,87,0,1e-09,0.0,
price-sale-price-manager,Wi Flash Sale & Price Discount,selling-products-pricing-pricing-optimization,53,3.7,0,71,0,1e-09,0.0,
process-wholesale,Process Wholesale: B2B Pricing,selling-products-pricing-pricing-quotes,53,4.7,0,24,0,1e-09,0.0,
profitario,Profitario ‑ Profit Analytics,store-management-finances-accounting,53,4.7,0,45,0,1e-09,0.0,
sectionheroes,Sectionheroes,store-design-design-elements-badges-and-icons,53,5.0,0,20,0,1e-09,0.0,
shein-importer,Shein and Temu dropshipping,finding-products-sourcing-options-dropshipping,53,4.1,0,80,0,1e-09,0.0,
single,Single: musicians & creators,selling-products-payments-subscriptions,53,4.4,0,22,0,1e-09,0.0,
upnova,Upnova ‑ Cart Upsell & Offers,marketing-and-conversion-checkout-cart-customization,53,4.9,0,85,0,1e-09,0.0,
variable-products,B4B ‑ Variable Products,store-design-product-display-collections,53,4.9,0,21,0,1e-09,0.0,
zine-builder,B2B Catalog & Linesheet Maker,finding-products-sourcing-options-wholesale,53,4.6,0,68,0,1e-09,0.0,
bundly,Bundly • Mix & Match Bundles,marketing-and-conversion-upsell-and-bundles-product-bundles,52,4.9,0,14,0,1e-09,0.0,
creator-gift-link,IGF ‑ Influencer Gift Form,marketing-and-conversion-social-trust-social-proof,52,5.0,0,20,0,1e-09,0.0,
custom-background-music,MX AI: Background Music Player,store-design-design-elements-animation-and-effects,52,4.7,0,2,0,1e-09,0.0,
dear-lover-dropshipping-1,Dear‑Lover Dropshipping,finding-products-sourcing-options-wholesale,52,4.4,0,60,0,1e-09,0.0,
easywholesale-wholesale-bulk-orders,Easy:Wholesale Bulk Order Form,selling-products-custom-products-product-variants,52,5.0,0,28,0,1e-09,0.0,
fd-product-groups,FD Combined Listings & Variant,selling-products-custom-products-product-variants,52,5.0,0,17,0,1e-09,0.0,
in-stock-reminder,A1: back in stock | sms alerts,marketing-and-conversion-upsell-and-bundles-stock-alerts,52,4.8,0,56,0,1e-09,0.0,
mercado-pago-antifraud-plus,Mercado Pago Antifraude Plus,store-management-security-fraud,52,4.5,0,8,0,1e-09,0.0,
no-spy,NoSpy ‑ Anti Fraud Spy Blocker,store-management-security-anti-theft,52,4.8,0,6,0,1e-09,0.0,
openfiskal,OpenFiskal TSE & RKSV for POS,store-management-finances-taxes,52,5.0,0,6,0,1e-09,0.0,
shipright-conditional-shipping-methods,ShipRight Hide Shipping Method,orders-and-shipping-shipping-solutions-shipping-rates,52,5.0,0,12,0,1e-09,0.0,
sku-generator-1,SKUGen SKU & Barcode Generator,store-management-operations-bulk-editor,52,4.4,0,49,0,1e-09,0.0,
speedsize,SpeedSize AI Image & Video,store-design-site-optimization-seo,52,4.9,0,57,0,1e-09,0.0,
supportcorner,Corner FAQ Page & Help Center,store-management-support-faq,52,5.0,0,23,0,1e-09,0.0,
tinybackup,TinyBackup ‑ Backups & restore,sales-channels-selling-online-store-data-importer,52,5.0,0,12,0,1e-09,0.0,
vibe,VIBE Shoppable Instagram Feed,store-design-images-and-media-image-gallery,52,5.0,0,22,0,1e-09,0.0,
ysms,YSMS ‑ SMS Marketing,marketing-and-conversion-marketing-sms-marketing,52,4.6,0,4,0,1e-09,0.0,
billbee-de,Billbee,sales-channels-selling-online-store-data-importer,51,4.5,0,57,0,1e-09,0.0,
easyecom-inventory-management-app,EasyEcom Inventory Management,orders-and-shipping-inventory-inventory-optimization,51,4.9,0,9,0,1e-09,0.0,
gropulse-rich-snippets-for-seo,GP JSON‑LD Schema & AI SEO,store-design-images-and-media-image-editor,51,4.9,0,19,0,1e-09,0.0,
market-sync-multi-channel,Market Sync ‑ Multi‑Channel,sales-channels-selling-online-marketplaces,51,5.0,0,43,0,1e-09,0.0,
migratify,Migratify: Copy Products + AI,sales-channels-selling-online-store-data-importer,51,4.4,0,24,0,1e-09,0.0,
nosto-personalization-for-shopify,Nosto | AI Search & Discovery,store-design-search-and-navigation-search-and-filters,51,4.8,0,48,0,1e-09,0.0,
option-price-calculator,SE: Option Price Calculator,selling-products-custom-products-product-variants,51,4.3,0,89,0,1e-09,0.0,
powr-survey,POWR: Customer Survey | Poll,store-management-support-surveys,51,4.7,0,23,0,1e-09,0.0,
quickreturns-returns-exchanges,Quick Returns and Exchanges ↻↺,orders-and-shipping-returns-and-warranty-returns-and-exchanges,51,5.0,0,13,0,1e-09,0.0,
related-blog-posts,Digital Darts: Related Posts,store-design-content-blogs,51,4.1,0,43,0,1e-09,0.0,
rtlmaster,RTL Master: עברית / عربي,store-design-internationalization-currency-and-translation,51,4.5,0,40,0,1e-09,0.0,
sellthetrend,Sell The Trend AI Dropshipping,store-design-content-product-content,51,4.5,0,17,0,1e-09,0.0,
testimonial-review,Testimonials Master,marketing-and-conversion-social-trust-product-reviews,51,4.8,0,62,0,1e-09,0.0,
afterpay-messaging,Afterpay On‑Site Messaging,selling-products-payments-payment-experience,50,3.1,0,8,0,1e-09,0.0,
back-in-stock-notifier-1,Pre‑Order | Restock Notifier,marketing-and-conversion-upsell-and-bundles-pre-orders,50,4.4,0,42,0,1e-09,0.0,
ecoprice-analytics,AI Dynamic Pricing by Intelis,selling-products-pricing-pricing-optimization,50,4.9,0,22,0,1e-09,0.0,
enhance-vat-dual-pricing,Enhance: VAT Dual Prices B2B,store-management-finances-taxes,50,4.9,0,26,0,1e-09,0.0,
fiidom,Fiidom: AI Product Description,store-design-content-blogs,50,4.9,0,14,0,1e-09,0.0,
galaxio,GO Product Page Gallery + Zoom,store-design-images-and-media-image-gallery,50,5.0,0,42,0,1e-09,0.0,
givy,Givy → Gifting & Gift Cards,marketing-and-conversion-gifts-gift-cards,50,5.0,0,8,0,1e-09,0.0,
nudgify,Nudgify Social Proof Sales Pop,store-design-notifications-pop-ups,50,4.3,0,70,0,1e-09,0.0,
